;ID_station;nom_station;adresse_station;latitude;longitude;type_charge;nbre_pdc;type_connecteur;prix
1952;VinciPark- Centre;VinciPark- Centre;Arche Nord 92400 COURBEVOIE;48.8912;2.24104;NORMALE;1.0;TE-T3;0.297202410433
1953;VinciPark- Centre;VinciPark- Centre;Arche Nord 92400 COURBEVOIE;48.8912;2.24104;NORMALE;1.0;TE-T3;0.308329385542
1954;VinciPark- Centre;VinciPark- Centre;Arche Nord 92400 COURBEVOIE;48.8912;2.24104;NORMALE;1.0;TE-T3;0.317706830845
1955;VinciPark- Centre;VinciPark- Centre;Arche Nord 92400 COURBEVOIE;48.8912;2.24104;NORMALE;1.0;TE-T3;0.41090513394
1956;VinciPark- Centre;VinciPark- Centre;Arche Nord 92400 COURBEVOIE;48.8912;2.24104;NORMALE;1.0;TE-T3;0.443043869855
1957;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.447452225228
1958;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.405082088993
1959;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.227316391818
1960;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.211640925998
1961;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.266510906147
1962;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.224951306126
1963;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.293553719118
1964;VinciPark- Cité des sciences;VinciPark- Cité des sciences;211 Avenue Jean Jaurès 75019 PARIS;48.896;2.38728;NORMALE;1.0;TE-T3;0.203935382195
1965;VinciPark- Hôtel de Ville;VinciPark- Hôtel de Ville;18 rue de Malleville 95880 ENGHIEN-LES-BAINS;48.9701;2.3085;NORMALE;1.0;TE-T3;0.295490959401
1966;VinciPark- Hôtel de Ville;VinciPark- Hôtel de Ville;18 rue de Malleville 95880 ENGHIEN-LES-BAINS;48.9701;2.3085;NORMALE;1.0;TE-T3;0.306338945745
1967;VinciPark- Hôtel de Ville;VinciPark- Hôtel de Ville;18 rue de Malleville 95880 ENGHIEN-LES-BAINS;48.9701;2.3085;NORMALE;1.0;TE-T3;0.283569190496
1968;VinciPark- Hôtel de Ville;VinciPark- Hôtel de Ville;18 rue de Malleville 95880 ENGHIEN-LES-BAINS;48.9701;2.3085;NORMALE;1.0;TE-T3;0.236077664869
1969;VinciPark- CharlesIII;VinciPark- CharlesIII;Place Henri Mengin 54000 NANCY;48.6894;6.18195;NORMALE;1.0;TE-T3;0.437986852435
1970;VinciPark- CharlesIII;VinciPark- CharlesIII;Place Henri Mengin 54000 NANCY;48.6894;6.18195;NORMALE;1.0;TE-T3;0.325303071431
1971;VinciPark- CharlesIII;VinciPark- CharlesIII;Place Henri Mengin 54000 NANCY;48.6894;6.18195;NORMALE;1.0;TE-T3;0.225976742851
1972;VinciPark- CharlesIII;VinciPark- CharlesIII;Place Henri Mengin 54000 NANCY;48.6894;6.18195;NORMALE;1.0;TE-T3;0.413986925032
1973;VinciPark- Château;VinciPark- Château;Place Charles de Gaulle  78100 SAINT-GERMAIN-EN-LAYE;48.8976;2.09506;NORMALE;1.0;TE-T3;0.395960472828
1974;VinciPark- Château;VinciPark- Château;Place Charles de Gaulle  78100 SAINT-GERMAIN-EN-LAYE;48.8976;2.09506;NORMALE;1.0;TE-T3;0.372841748558
1975;VinciPark- Château;VinciPark- Château;Place Charles de Gaulle  78100 SAINT-GERMAIN-EN-LAYE;48.8976;2.09506;NORMALE;1.0;TE-T3;0.3778248197
1976;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.367684214832
1977;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.449562756149
1978;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.320435251804
1979;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.271641323837
1980;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.249303642903
1981;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.323871398798
1982;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.390023834209
1983;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.435653692123
1984;VinciPark- Capitole;VinciPark- Capitole; Place du Capitole 31000 TOULOUSE;43.6043;1.44356;NORMALE;1.0;TE-T3;0.281831984803
1985;VinciPark- Peiresc;VinciPark- Peiresc;Rue de Lorgues 83000 TOULON;43.1236;5.93549;NORMALE;1.0;TE-T3;0.321644202669
1986;VinciPark- Peiresc;VinciPark- Peiresc;Rue de Lorgues 83000 TOULON;43.1236;5.93549;NORMALE;1.0;TE-T3;0.265104708253
1987;VinciPark- Mayol;VinciPark- Mayol;Boulevard Dutasta 83000 TOULON;43.1194;5.93506;NORMALE;1.0;TE-T3;0.396096229395
1988;VinciPark- Mayol;VinciPark- Mayol;Boulevard Dutasta 83000 TOULON;43.1194;5.93506;NORMALE;1.0;TE-T3;0.414211315572
1989;VinciPark- Mayol;VinciPark- Mayol;Boulevard Dutasta 83000 TOULON;43.1194;5.93506;NORMALE;1.0;TE-T3;0.401675235848
1990;VinciPark- Mayol;VinciPark- Mayol;Boulevard Dutasta 83000 TOULON;43.1194;5.93506;NORMALE;1.0;TE-T3;0.222729668107
1991;13028;13028 - GOUTHIERE;12 RUE GOUTHIERE - 75013 PARIS;48.820507; 2.351342;RAPIDE;1.0;T3;0.384902341457
1992;14114;14114 - PLACE DE CATALOGNE;4 RUE ALAIN - 75014 PARIS;48.8372933094; 2.31748293064;NORMALE;2.0;T3;0.200664876076
1993;15038;15038 - PLACE ADOLPHE CHERIOUX;18 PLACE ADOLPHE CHERIOUX - 75015 PARIS;48.8396350806; 2.30065445929;NORMALE;2.0;T3 et EF;0.431937454763
1994;13040;13040 - PORTE DE CHOISY;111 BOULEVARD MASSENA - 75013 PARIS;48.8199419657; 2.36507858639;RAPIDE;2.0;EF-T3/EF-T2;0.30284621451
1995;5105;05105 - GEOFFROY SAINT HILAIRE;8 RUE GEOFFROY SAINT HILAIRE - 75005 PARIS;48.8390782642; 2.35687734067;NORMALE;1.0;E;0.258055772677
1996;12113;12113 - CARDINAL LAVIGERIE;4 PLACE DU CARDINAL LAVIGERIE - 75012 PARIS;48.8329341937; 2.4026367494;RAPIDE;2.0;T3 et EF;0.212099857874
1997;12130;12130 - NOGENT - PORTE JAUNE;AVENUE DE NOGENT - LA PORTE JAUNE - 75012 PARIS;48.83884; 2.46031;RAPIDE;1.0;T2-T2-T2-T2;0.2042831622
1998;12007;12007 - GARE DE LYON CHALON;FACE 54 RUE DE CHALON - 75012 PARIS;48.8456889756; 2.37420369005;RAPIDE;1.0;TRISTANDARD;0.271693735876
1999;14108;14108 - JOURDAN LE BRIX ET MESNIN;RUE LE BRIX ET MESNIN - 75014 PARIS;48.8223409659; 2.3278616533;NORMALE;1.0;TRISTANDARD;0.432344076114
2000;20103;20103 - LE VAU BERTEAUX;24 RUE LE VAU - 75020 PARIS;48.8680343904; 2.41103061245;RAPIDE;1.0;T3;0.256071033447
2001;21112;21112 - DEBUSSY (CLICHY);31/35 AVENUE CLAUDE DEBUSSY - 92110 CLICHY;48.9104291257; 2.31176817577;NORMALE;3.0;T3;0.444809350103
2002;16105;16105 - CREVAUX;1 RUE CREVAUX - 75016 PARIS;48.8708094287; 2.28114900769;NORMALE;1.0;Type 3c;0.370019077954
2003;14122;14122 - BRUNE;1 RUE DU COLONEL MONTEIL - 75014 PARIS;48.8265029331; 2.30927479983;NORMALE;1.0;Domestique, T2;0.405105841565
2004;20104;20104 - RUE LOUIS LUMIÈRE;68 RUE LOUIS LUMIERE - 75020 PARIS;48.8621619807; 2.41112578186;RAPIDE;1.0;T3;0.251132145873
2005;6014;06014 - PONT DE LODI DAUPHINE;7 RUE DU PONT DE LODI - 75006 PARIS;48.8552968986; 2.33994730757;RAPIDE;2.0;EF-T2;0.26642488292
2006;16011;16011 - VICTOR HUGO RUE DE LA POMPE;118 AVENUE VICTOR HUGO - 75016 PARIS;48.8681088869; 2.28147752242;RAPIDE;1.0;T E/F-T2-T3;0.25779844231
2007;15070;15070 - BLANC;88 RUE BALARD - 75015 PARIS;48.8386338715; 2.27827419306;RAPIDE;1.0;E;0.213295683085
2008;4002;04002 - MARCHE AUX FLEURS;PLACE LOUIS LEPINE - 75004 PARIS;48.8552533608; 2.34735644764;RAPIDE;2.0;T3;0.234100236458
2009;21008;21008 - HUGO (BOULOGNE-BILLANCOURT);74 AVENUE VICTOR HUGO - 92100 BOULOGNE-BILLANCOURT;48.8379233148; 2.24606415154;RAPIDE;2.0;Type 3c;0.439272324622
2010;15023;15023 - LA MOTTE PIQUET;146 BOULEVARD GRENELLE - 75015 PARIS;48.8486563159; 2.29924407695;RAPIDE;1.0;T3;0.307008189365
2011;11019;11019 - CHARONNE PHILIPPE AUGUSTE;156 RUE DE CHARONNE - 75011 PARIS;48.855603162; 2.39054639062;NORMALE;1.0;DC Chademo - 44 kWh;0.209667891816
2012;11021;11021 - PHILIPPE AUGUSTE (20EME ARR.);212 BOULEVARD CHARONNE - 75011 PARIS;48.8584450543; 2.39039812239;RAPIDE;1.0;T3;0.297025878676
2013;13120;13120 - VITRY DESAULT;RUE PIERRE ET JOSEPH DESAULT - 75013 PARIS;48.8211387514; 2.37871860661;NORMALE;1.0;T3 et EF;0.270598392595
2014;15120;15120 - AVIA;26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS;48.8296843301; 2.27534258685;RAPIDE;1.0;T3+E/F - T2+E/F;0.313659552154
2015;5107;05107 - PONTOISE;1 RUE DE PONTOISE - 75005 PARIS;48.8504580092; 2.35245427549;NORMALE;2.0;Domestique, T2;0.347638967195
2016;11016;11016 - PHILIPPE AUGUSTE;5 RUE DU PASSAGE PHILIPPE AUGUSTE - 75011 PARIS;48.8518182; 2.39325537631;RAPIDE;1.0;T3;0.291389134854
2017;22012;22012 - MICHELIS (NEUILLY);32 RUE DE MADELEINE MICHELIS - 92200 NEUILLY;48.8827499155; 2.27740638128;NORMALE;2.0;T3;0.374752727901
2018;16008;16008 - GALILEE KLEBER;1 RUE GALILEE - 75016 PARIS;48.8674118657; 2.29078138011;RAPIDE;1.0;T3;0.338339603491
2019;12105;12105 - BERCY VILLOT;153 RUE DE BERCY - 75012 PARIS;48.8419071533; 2.37660562531;RAPIDE;2.0;Type 3c;0.238690459281
2020;21304;21304 - BLUM (ISSY LES MOULINEAUX);FACE 2 PLACE LEON BLUM - 92100 ISSY LES MOULINEAUX;48.8209551079; 2.26073641335;NORMALE;2.0;T3;0.225866712882
2021;22002;22002 - ARGENSON (NEUILLY);44 BOULEVARD D'ARGENSON - 92200 NEUILLY;48.8886487736; 2.26390460269;RAPIDE;2.0;TE-T3;0.355441278183
2022;12119;12119 - DOM PÉRIGNON GRAVELLE;ROUTE DOM PERIGNON - 75012 PARIS;48.8255844311; 2.4098309418;RAPIDE;2.0;E;0.228255422099
2023;16004;16004 - BOULEVARD LANNES;FACE 2 BOULEVARD LANNES - 75016 PARIS;48.870753284; 2.27487529834;RAPIDE;2.0;EF-T3;0.424941791703
2024;9004;09004 - ROCHECHOUART GERANDO;19 RUE GUERANDO - 75009 PARIS;48.8829110895; 2.34631937163;NORMALE;1.0;T3;0.351016914337
2025;6025;06025 - RENNES - ASSAS;16 RUE D'ASSAS - 75006 PARIS;48.8492084999; 2.32851454623;RAPIDE;1.0;Type 3c;0.424219874774
2026;9026;09026 - BRUYERE PIGALLE;28 RUE J.B.PIGALLE - 75009 PARIS;48.8793982645; 2.33370917334;NORMALE;2.0;Type 3c;0.313276315845
2027;10028;10028 - GARE DU NORD DENAN;24 RUE DE DUNKERQUE - 75010 PARIS;48.880370621; 2.35282005703;RAPIDE;1.0;T3;0.439682501673
2028;19124;19124 - ALEXANDER FLEMMING;RUE ALEXANDER FLEMMING - 75019 PARIS;48.8817697939; 2.40317936797;RAPIDE;1.0;Type 3c;0.22621752136
2029;19044;19044 - GRANDS MOULINS;RUE DE LA CLOTURE / ANGLE RUE DU DEBARCADERE - 75019 PARIS;48.8971300531; 2.39607900821;NORMALE;2.0;T3;0.352608014957
2030;16012;16012 - BOULEVARD FLANDRIN;68 BOULEVARD FLANDRIN - 75016 PARIS;48.8687784918; 2.27435453918;RAPIDE;2.0;EF - T2 - T3;0.296409093733
2031;4018;04018 - RIVOLI SEBASTOPOL;1 RUE SAINT BON - 75004 PARIS;48.8579996433; 2.35021728098;RAPIDE;1.0;EF-T3/EF-T2;0.226321141657
2032;19113;19113 - PRE ST GERVAIS;27 RUE DU PRE SAINT GERVAIS - 75019 PARIS;48.8779234119; 2.39598555362;NORMALE;1.0;T3;0.23432001493
2033;15034;15034 - COMMERCE;2 RUE LAKANAL - 75015 PARIS;48.8444259195; 2.29404143328;RAPIDE;2.0;Type 3c;0.380884793754
2034;10110;10110 - LOUIS BLANC;10 RUE LOUIS BLANC - 75010 PARIS;48.8793321747; 2.36862871575;RAPIDE;2.0;T3;0.43866001809
2035;20120;20120 - NOISY LE SEC;1 RUE EVARISTE GALOIS - 75020 PARIS;48.8733382252; 2.41323987955;NORMALE;1.0;T E/F-T2-T3;0.312744168367
2036;13101;13101 - CROULEBARBE RECULETTES;67-69 RUE DE CROULEBARBE - 75013 PARIS;48.8311217751; 2.34810865478;RAPIDE;2.0;Type 3c;0.210467829512
2037;21211;21211 - MARNE (MONTROUGE);100 AVENUE DE LA MARNE - 92120 MONTROUGE;48.8117498213; 2.30316988763;NORMALE;2.0;Type 3c;0.380324450254
2038;20027;20027 - PORTE DE MENILMONTANT;1 rue Vidal de la Blache / Angle 78 boulevard Mortier - 75020 PARIS;48.8691543609; 2.40932246879;RAPIDE;1.0;T3;0.418198789891
2039;907;00907 - PONT NEUF (STATION MOBILE);63 Voie Georges Pompidou  - 75001 Paris;48.8583208245; 2.34240800142;RAPIDE;1.0;Type 3c;0.296661041951
2040;13110;13110 - MOULIN DE LA POINTE;66 RUE DU MOULIN DE LA POINTE - 75013 PARIS;48.821039287; 2.35634514417;NORMALE;1.0;EF-T2;0.250870310636
2041;14116;14116 - ROMAIN ROLLAND;49-51 BD ROMAIN ROLLAND - 75014 PARIS;48.8203236461; 2.32300304092;RAPIDE;2.0;T3;0.247762582641
2042;6001;06001 - INSTITUT;5 QUAI MALAQAIS - 75006 PARIS;48.8576156786; 2.33583135304;NORMALE;2.0;T3;0.350225295957
2043;5005;05005 - SAINT JACQUES GAY LUSSAC;27 RUE GAY LUSSAC - 75005 PARIS;48.8447302561; 2.34192394487;RAPIDE;1.0;EF - T2;0.200732446544
2044;19019;19019 - PETIT HONNEGER;124 RUE PETIT - 75019 PARIS;48.8863896349; 2.39363751443;NORMALE;1.0;Type 3c;0.21060466321
2045;16015;16015 - RUE DE BASSANO;1 RUE DE BASSANO - 75016 PARIS;48.8681445105; 2.29614960099;NORMALE;2.0;EF-T3/EF-T2;0.265129872827
2046;1116;01116 - OPÉRA PYRAMIDES;4 RUE DE VENTADOUR - 75001 PARIS;48.8668106533; 2.33438844825;RAPIDE;1.0;EF - T2;0.318613255034
2047;2008;02008 - MAIRIE DU 2EME;11 RUE DE LA BANQUE - 75002 PARIS;48.8672932628; 2.34056368636;NORMALE;2.0;Type 3c;0.358733665173
2048;9019;09019 - VICTOR MASSE;38 RUE VICTOR MASSE - 75009 PARIS;48.881149034; 2.3366810043;NORMALE;4.0;T3;0.218437917382
2049;41605;41605 - GENERAL DE GAULLE 2 (SAINT MANDE);120 AVENUE GENERAL DE GAULLE - 94160 SAINT MANDE;48.8360886795; 2.41890759472;RAPIDE;3.0;TRISTANDARD;0.339069726658
2050;15016;15016 - DUTOT;59 RUE DUTOT - 75015 PARIS;48.8383124746; 2.30853184382;RAPIDE;1.0;T3+E/F - T2+E/F;0.393401480852
2051;2011;02011 - BIBLIOTHEQUE NATIONALE;71 RUE DE RICHELIEU - 75002 PARIS;48.8682998892; 2.33808978228;RAPIDE;1.0;T3;0.431715276741
2052;9036;09036 - ATHENES CLICHY;4 RUE D'ATHENES - 75009 PARIS;48.8781137879; 2.32956021946;RAPIDE;1.0;T3;0.388827019395
2053;15001;15001 - ARRIVEE;8 RUE DE L'ARRIVEE - 75015 PARIS;48.8437488892; 2.32245193747;RAPIDE;2.0;EF-T2;0.382035614876
2054;31007;31007 - PARIS 1 (MONTREUIL);56 RUE DE PARIS - 93100 MONTREUIL;48.857364; 2.4321581;NORMALE;2.0;DC Chademo - 44 kWh;0.310269346385
2055;19016;19016 - OURCQ;78 RUE D'HAUTPOUL - 75019 PARIS;48.8863936794; 2.38654145444;NORMALE;1.0;DC Chademo - 44 kWh;0.27367743718
2056;19121;19121 - BELLEVILLE PRE SAINT GERVAIS;195 RUE DE BELLEVILLE - 75019 PARIS;48.8755180686; 2.39296078728;NORMALE;2.0;E;0.407613921548
2057;20117;20117 - SAINT FARGEAU MORTIER;72 RUE SAINT-FARGEAU - 75020 PARIS;48.872747269; 2.4082034543;NORMALE;1.0;Domestique, T3;0.277966825522
2058;13042;13042 - NATIONALE BACH;150 RUE NATIONALE - 75013 PARIS;48.8309574641; 2.36410705325;RAPIDE;1.0;TRISTANDARD;0.373230824264
2059;20105;20105 - GAUMONT;AVENUE BENOIT FRACHON - 75020 PARIS;48.8525533927; 2.41554237211;RAPIDE;3.0;Type 3c;0.297619220969
2060;15027;15027 - GIDE;4 RUE ANDRE GIDE  - 75015 PARIS;48.8365662244; 2.3127071211;NORMALE;1.0;Type 3c;0.326856789053
2061;16104;16104 - PAUL VALÉRY;26-32 RUE PAUL VALERY - 75016 PARIS;48.8713610398; 2.28886639604;RAPIDE;2.0;TRISTANDARD;0.378931703991
2062;15042;15042 - FARMAN;61 RUE HENRY FARMAN - 75015 PARIS;48.8337338302; 2.27139647246;RAPIDE;1.0;EF - T2;0.412104699132
2063;15113;15113 - FALGUIERE ARSONVAL;2 RUE D'ARSONVAL - 75015 PARIS;48.8404004037; 2.3131178673;NORMALE;2.0;T E/F-T2-T3;0.434301058572
2064;11040;11040 - TEMPLE JEAN PIERRE TIMBAUD;18 BD DU TEMPLE - 75011 PARIS;48.8644201417; 2.36613637425;RAPIDE;2.0;T3 et EF;0.276480681196
2065;20001;20001 - PLACE DE LA NATION;1 COURS DE VINCENNES - 75020 PARIS;48.8483646678; 2.39976238598;NORMALE;2.0;EF-T3;0.266252073092
2066;10021;10021 - MARCHE ST QUENTIN;4 RUE DES PETITS HOTELS - 75010 PARIS;48.8773560577; 2.35451144564;RAPIDE;8.0;T3 et EF;0.278340713137
2067;13017;13017 - NATIONALE;167 RUE NATIONALE - 75013 PARIS;48.832527084; 2.36235441039;NORMALE;2.0;T3;0.282552459101
2068;10033;10033 - LARIBOISIERE;15 RUE SAINT VINCENT DE PAUL - 75010 PARIS;48.8809557416; 2.35243051484;RAPIDE;2.0;EF - T2 - T3;0.349277576882
2069;10005;10005 - CONSERVATOIRE;59 RUE DES PETITES ECURIES - 75010 PARIS;48.8739721724; 2.3483887575;NORMALE;2.0;Type 3c;0.232721737736
2070;19002;19002 - TANGER;45 & 48 RUE RIQUET - 75019 PARIS;48.8893514535; 2.37077448806;RAPIDE;1.0;DC Chademo - 44 kWh;0.40668401256
2071;16009;16009 - SAINT DIDIER;32 RUE SAINT DIDIER - 75016 PARIS;48.8664391603; 2.2857459443;NORMALE;2.0;Domestique, T2;0.340264713344
2072;16112;16112 - CHERNOVITZ;1-3 RUE CHERNOVITZ - 75016 PARIS;48.8569864146; 2.28217321814;RAPIDE;2.0;T3;0.359749531421
2073;16116;16116 - GEORGES SAND;23 rue Georges Sand - 75016 PARIS;48.8498691876; 2.26825738753;RAPIDE;1.0;Type 3c;0.363429551124
2074;19118;19118 - BOLIVAR BURNOUF;82 AVENUE SIMON BOLIVAR - 75019 PARIS;48.8771241777; 2.37427650924;RAPIDE;2.0;T3;0.422195514126
2075;16034;16034 - PORTE D'AUTEUIL;76 RUE D'AUTEUIL - 75016 PARIS;48.8479502078; 2.26065982614;NORMALE;1.0;T E/F-T2-T3;0.236251033801
2076;12004;12004 - TRAVERSIERE;76 RUE TRAVERSIERE - 75012 PARIS;48.8507358241; 2.37587011171;RAPIDE;1.0;Type 3c;0.207245913924
2077;14115;14115 - CITÉ UNIVERSITAIRE;3 AVENUE MAURICE D'OCAGNE 75014 PARIS;48.8239231685; 2.31657332932;RAPIDE;2.0;Type 3c;0.44539337728
2078;5017;05017 - DESCARTES;17 RUE DESCARTES - 75005 PARIS;48.8466018658; 2.34901473289;RAPIDE;2.0;T2;0.215624406125
2079;15045;15045 - PLAINE;AVENUE DE LA PORTE DE LA PLAINE - 75015 PARIS;48.8281749364; 2.29258752255;RAPIDE;1.0;TRISTANDARD;0.232496385746
2080;12112;12112 - CHARENTON JARDINIER;311-313 RUE DE CHARENTON - 75012 PARIS;48.8338217729; 2.39469266411;NORMALE;2.0;E;0.347354620295
2081;12011;12011 - CHARENTON;160 RUE CHARENTON - 75012 PARIS;48.8448673196; 2.38257893505;RAPIDE;1.0;T3;0.213108096309
2082;12019;12019 - GARE DE REUILLY;58 RUE DE LA GARE DE REUILLY - 75012 PARIS;48.8425771005; 2.3972499906;NORMALE;1.0;Type 3c;0.357382378533
2083;9035;09035 - PLACE DE BUDAPEST;38 RUE DE LONDRES - 75009 PARIS;48.877753234; 2.32733929071;NORMALE;1.0;EF - T2;0.358723053624
2084;19036;19036 - HOPITAL ROBERT DEBRE;AV DE LA PTE DU PRES SAINT GERVAIS / ANGLE BD D'ALGERIE - 75019 PARIS;48.8799304155; 2.40095050201;RAPIDE;2.0;T3;0.201172169887
2085;16037;16037 - MOLITOR - MICHEL ANGE;35 RUE MOLITOR - 75016 PARIS;48.8451820815; 2.26211277357;NORMALE;1.0;T2-T2-T2-T2;0.448332378155
2086;10006;10006 - PETITES ECURIES;5 RUE DES PETITES ECURIES - 75010 PARIS;48.8729397678; 2.35403448428;RAPIDE;2.0;T E/F-T2-T3;0.384973829252
2087;42009;42009 - VERDUN (IVRY);157-165 AVENUE DE VERDUN - 94200 IVRY;48.8072592806; 2.37513019905;RAPIDE;2.0;T3;0.24469669622
2088;12013;12013 - RUE MONTGALLET;FACE 39 RUE MONTGALLET - 75012 PARIS;48.8443126084; 2.38959522722;RAPIDE;1.0;Type 3c;0.363440476125
2089;6108;06108 - SAINT ROMAIN CHERCHE MIDI;20 RUE SAINT ROMAIN - 75006 PARIS;48.8470300806; 2.32128942101;RAPIDE;2.0;Type 3c;0.262330040288
2090;4006;04006 - BASSIN DE L'ARSENAL;FACE 1 BOULEVARD BOURBON - 75004 PARIS;48.8477251257; 2.36593915313;RAPIDE;1.0;T3;0.319924501838
2091;12029;12029 - DUGOMMIER;FACE 4 BOULEVARD DE REUILLY - 75012 PARIS;48.8388490234; 2.38972450812;NORMALE;2.0;EF - T2;0.285152867469
2092;20029;20029 - PORTE DES LILAS;57 RUE DES FRERES FLAVIEN - 75020 PARIS;48.8780992764; 2.41104629853;NORMALE;1.0;TRISTANDARD;0.251668740337
2093;11101;11101 - SQUARE NORDLING;15 RUE CHARLES DELESCLUZE - 75011 PARIS;48.8525290004; 2.38058363232;RAPIDE;1.0;T3;0.3954060081
2094;16041;16041 - VERSAILLES;164 AVENUE DE VERSAILLES - 75016 PARIS;48.8402193381; 2.26383419115;RAPIDE;2.0;Type 3c;0.206741662057
2095;15061;15061 - DESNOUETTES;12 SQUARE DESNOUETTES - 75015 PARIS;48.8347683793; 2.28414229739;NORMALE;1.0;T E/F-T2-T3;0.239662688702
2096;13122;13122 - PARC DE CHOISY;FACE 153 AVENUE DE CHOISY - 75013 PARIS;48.8281562516; 2.3585135329;RAPIDE;2.0;T E/F-T2-T3;0.321652572332
2097;21207;21207 - VERDIER (MONTROUGE);30 AVENUE VERDIER 92120 MONTROUGE;48.8155296337; 2.31702986373;RAPIDE;2.0;EF-T3/EF-T2;0.212700698405
2098;33012;33012 - LANDY (AUBERVILLIERS);FACE 2 RUE DU LANDY - 93300 AUBERVILLIERS;48.9151561828; 2.37642400951;RAPIDE;2.0;T3;0.220610390504
2099;9012;09012 - ROUGEMONT;3-5 RUE ROUGEMONT - 75009 PARIS;48.8715422136; 2.3458364556;NORMALE;2.0;T2, Chademo, Combo;0.379834162164
2100;13018;13018 - AURIOL CHEVALERET;1 RUE BRUANT - 75013 PARIS;48.8348484529; 2.36682649963;RAPIDE;2.0;EF/T2 - EF/T3;0.407419876588
2101;16023;16023 - RUE DE PASSY;1 RUE DE PASSY - 75016 PARIS;48.8583812529; 2.28412901289;RAPIDE;1.0;TRISTANDARD;0.204259764432
2102;23002;23002 - FRANCE (LEVALLOIS);157 ANATOLE FRANCE - 92300 LEVALLOIS;48.8983498515; 2.27917948879;NORMALE;1.0;EF-T3/EF-T2;0.257967117799
2103;11039;11039 - JULES FERRY REPUBLIQUE;FACE 121 BOULEVARD RICHARD LENOIR - 75011 PARIS;48.8658042767; 2.36933707497;RAPIDE;1.0;T3;0.37478342549
2104;16102;16102 - PERGOLÈSE/ MARBEAU;52-54 RUE PERGOLÈSE - 75016 PARIS;48.8735687069; 2.28151252253;NORMALE;1.0;E;0.4166464213
2105;14106;14106 - STADE DIDOT;20 avenue Marc Sangnier 75014 Paris;48.8253258701; 2.31067065347;NORMALE;1.0;T3;0.206739397605
2106;16124;16124 - SÈVRES NEUILLY;Route de Sèvres à Neuilly - 75016 PARIS;48.8750959379; 2.249216988;RAPIDE;2.0;T3;0.226523862225
2107;14034;14034 - RUE DE L OUEST CHATEAU;48 RUE DE L'OUEST - 75014 PARIS;48.8361728601; 2.31939214392;NORMALE;3.0;T2-T2-T2-T2-T2-T2-T2-T2;0.403091499568
2108;15058;15058 - GEORGES POMPIDOU;4 PLACE DU MOULIN DE JAVEL - 75015 PARIS;48.8400944467; 2.27158991199;RAPIDE;2.0;T3;0.223899702141
2109;9034;09034 - GODOT DE MAUROY;2 RUE GODOT DE MAUROY - 75009 PARIS;48.8699566816; 2.32659965711;RAPIDE;1.0;Domestique, T2;0.367635945432
2110;15011;15011 - THEBAUD RUE DE CAMBRONNE;32 RUE CAMBRONNE - 75015 PARIS;48.8458314196; 2.30175308699;RAPIDE;2.0;Type 3c;0.446419605641
2111;1016;01016 - OPERA PYRAMIDES;27 RUE THERESE - 75001 PARIS;48.8664835145; 2.33443342122;NORMALE;1.0;T3;0.273817429626
2112;6008;06008 - ASSAS LUXEMBOURG;90 RUE D'ASSAS - 75006 PARIS;48.8437344688; 2.33342838188;NORMALE;2.0;T2-T2-T2-T2;0.33305929623
